,x,y,geometry,trans_mode
379080,-93.8032,32.4362,POINT (-93.8032 32.4362),rail
379550,-93.6995,32.9194,POINT (-93.6995 32.9194),rail
397593,-90.0558,29.9858,POINT (-90.0558 29.9858),rail
400037,-89.7441,30.3763,POINT (-89.7441 30.3763),rail
399335,-89.8678,30.7668,POINT (-89.8678 30.7668),rail
396352,-90.1425,29.9728,POINT (-90.1425 29.9728),rail
389692,-91.2316,30.4964,POINT (-91.2316 30.4964),rail
393160,-90.4326,30.5124,POINT (-90.43259999999999 30.5124),rail
379433,-93.7262,32.5067,POINT (-93.72620000000001 32.5067),rail
379458,-93.7222,32.5128,POINT (-93.7222 32.5128),rail
385237,-92.4391,31.2795,POINT (-92.4391 31.2795),rail
385265,-92.4334,31.2863,POINT (-92.43340000000001 31.2863),rail
385224,-92.44,31.2761,POINT (-92.44 31.2761),rail
385264,-92.4336,31.2886,POINT (-92.4336 31.2886),rail
385301,-92.4212,31.3225,POINT (-92.4212 31.3225),rail
385309,-92.4202,31.3209,POINT (-92.42019999999999 31.3209),rail
383797,-92.845,30.4918,POINT (-92.845 30.4918),rail
381455,-93.2964,33.3526,POINT (-93.29640000000001 33.3526),rail
397968,-90.0283,30.0029,POINT (-90.0283 30.0029),rail
397993,-90.0266,30.0044,POINT (-90.0266 30.0044),rail
369589,-95.3287,29.7805,POINT (-95.3287 29.7805),rail
387562,-91.8766,32.6734,POINT (-91.8766 32.6734),rail
384670,-92.6238,32.5279,POINT (-92.6238 32.5279),rail
380511,-93.4563,32.2466,POINT (-93.4563 32.2466),rail
385451,-92.3839,31.7618,POINT (-92.3839 31.7618),rail
381847,-93.2694,31.0768,POINT (-93.2694 31.0768),rail
382508,-93.2019,31.0671,POINT (-93.20189999999999 31.0671),rail
382521,-93.2003,30.2122,POINT (-93.2003 30.2122),rail
392550,-90.5057,30.9393,POINT (-90.5057 30.9393),rail
389598,-91.243,30.4928,POINT (-91.24299999999999 30.4928),rail
389703,-91.2302,30.4923,POINT (-91.2302 30.4923),rail
383810,-92.8417,30.4909,POINT (-92.8417 30.4909),rail
386909,-92.0499,31.0563,POINT (-92.04989999999999 31.0563),rail
385015,-92.5086,30.4975,POINT (-92.5086 30.4975),rail
384972,-92.5271,30.4946,POINT (-92.5271 30.4946),rail
392789,-90.4619,30.5069,POINT (-90.4619 30.5069),rail
382765,-93.1565,30.2383,POINT (-93.15649999999999 30.2383),rail
379303,-93.7557,32.4891,POINT (-93.7557 32.4891),rail
379281,-93.7598,32.4924,POINT (-93.7598 32.4924),rail
382855,-93.1257,30.1945,POINT (-93.12569999999999 30.1945),rail
386695,-92.0913,32.2767,POINT (-92.0913 32.2767),rail
386705,-92.0887,32.2921,POINT (-92.0887 32.2921),rail
380609,-93.4338,30.4555,POINT (-93.43380000000001 30.4555),rail
399285,-89.8747,30.7432,POINT (-89.8747 30.7432),rail
382498,-93.2026,30.2383,POINT (-93.2026 30.2383),rail
384017,-92.7808,32.535,POINT (-92.7808 32.535),rail
379444,-93.7249,32.7521,POINT (-93.72490000000001 32.7521),rail
384563,-92.6442,32.5288,POINT (-92.6442 32.5288),rail
379607,-93.6753,32.5508,POINT (-93.67529999999999 32.5508),rail
389913,-91.199,32.4109,POINT (-91.199 32.4109),rail
378879,-93.8836,32.5731,POINT (-93.8836 32.5731),rail
387842,-91.755,32.4772,POINT (-91.755 32.4772),rail
378413,-93.9797,32.7932,POINT (-93.97969999999999 32.7932),rail
378368,-93.9874,32.8677,POINT (-93.98739999999999 32.8677),rail
378402,-93.9817,32.8785,POINT (-93.9817 32.8785),rail
379139,-93.788,32.4613,POINT (-93.788 32.4613),rail
388818,-91.4575,32.454,POINT (-91.4575 32.454),rail
389973,-91.1891,30.4668,POINT (-91.1891 30.4668),rail
389984,-91.1885,30.4717,POINT (-91.1885 30.4717),rail
386195,-92.1732,30.9416,POINT (-92.17319999999999 30.9416),rail
386172,-92.1776,30.9471,POINT (-92.1776 30.9471),rail
385261,-92.4345,31.2506,POINT (-92.4345 31.2506),rail
385231,-92.4396,31.2744,POINT (-92.4396 31.2744),rail
385120,-92.4548,31.3127,POINT (-92.45480000000001 31.3127),rail
395949,-90.1641,29.9148,POINT (-90.1641 29.9148),rail
50,-96.6594,32.7767,POINT (-96.65940000000001 32.7767),intermodal
361928,-96.7349,32.7734,POINT (-96.7349 32.7734),rail
361908,-96.7376,32.7663,POINT (-96.7376 32.7663),rail
389478,-91.266,30.3584,POINT (-91.26600000000001 30.3584),rail
339316,-106.309,32.0243,POINT (-106.309 32.0243),rail
369703,-95.3144,29.7644,POINT (-95.31440000000001 29.7644),rail
369726,-95.3126,29.7657,POINT (-95.3126 29.7657),rail
372417,-94.9397,29.3501,POINT (-94.9397 29.3501),rail
372419,-94.9393,29.3466,POINT (-94.9393 29.3466),rail
382003,-93.2535,30.2398,POINT (-93.2535 30.2398),rail
382023,-93.2496,30.2399,POINT (-93.2496 30.2399),rail
381169,-93.3295,30.196,POINT (-93.3295 30.196),rail
381258,-93.3187,30.2888,POINT (-93.31870000000001 30.2888),rail
387593,-91.8704,32.6888,POINT (-91.8704 32.6888),rail
395953,-90.1639,29.9707,POINT (-90.1639 29.9707),rail
379572,-93.6925,32.1915,POINT (-93.6925 32.1915),rail
379566,-93.6938,32.185,POINT (-93.6938 32.185),rail
379463,-93.7218,32.021,POINT (-93.7218 32.021),rail
342432,-104.409,35.0326,POINT (-104.409 35.0326),rail
342284,-104.523,35.0047,POINT (-104.523 35.0047),rail
342379,-104.474,33.3365,POINT (-104.474 33.3365),rail
340290,-105.21,35.6012,POINT (-105.21 35.6012),rail
336635,-108.873,35.4989,POINT (-108.873 35.4989),rail
362453,-96.6698,32.8642,POINT (-96.6698 32.8642),rail
360728,-96.908,32.9475,POINT (-96.908 32.9475),rail
369595,-95.3284,29.6944,POINT (-95.3284 29.6944),rail
357676,-97.362,32.8655,POINT (-97.36199999999999 32.8655),rail
362596,-96.6509,32.3621,POINT (-96.65089999999999 32.3621),rail
361899,-96.7388,32.7636,POINT (-96.7388 32.7636),rail
361732,-96.7558,32.7409,POINT (-96.75579999999999 32.7409),rail
361686,-96.7626,32.7407,POINT (-96.76260000000001 32.7407),rail
361517,-96.7824,32.7571,POINT (-96.7824 32.7571),rail
361733,-96.7558,32.7327,POINT (-96.75579999999999 32.7327),rail
356025,-97.6042,26.1973,POINT (-97.60420000000001 26.1973),rail
356065,-97.6016,26.1994,POINT (-97.6016 26.1994),rail
369482,-95.3453,29.764,POINT (-95.34529999999999 29.764),rail
369486,-95.3449,29.765,POINT (-95.3449 29.765),rail
359917,-97.0516,32.7472,POINT (-97.05159999999999 32.7472),rail
381167,-93.3296,30.1859,POINT (-93.3296 30.1859),rail
383791,-92.8467,30.4892,POINT (-92.8467 30.4892),rail
380642,-93.4235,32.5363,POINT (-93.4235 32.5363),rail
381514,-93.2912,32.543,POINT (-93.2912 32.543),rail
382977,-93.0889,32.5466,POINT (-93.0889 32.5466),rail
383041,-93.0722,32.5467,POINT (-93.0722 32.5467),rail
382829,-93.1324,30.1903,POINT (-93.1324 30.1903),rail
399876,-89.7822,30.2798,POINT (-89.7822 30.2798),rail
399708,-89.8026,30.2451,POINT (-89.8026 30.2451),rail
399488,-89.8479,30.1886,POINT (-89.8479 30.1886),rail
391931,-90.6638,30.0719,POINT (-90.66379999999999 30.0719),rail
399121,-89.896,30.0405,POINT (-89.896 30.0405),rail
391933,-90.6636,30.0559,POINT (-90.6636 30.0559),rail
385408,-92.3982,31.2523,POINT (-92.3982 31.2523),rail
385270,-92.4325,31.3127,POINT (-92.4325 31.3127),rail
396798,-90.1131,29.9894,POINT (-90.1131 29.9894),rail
396857,-90.1083,29.9684,POINT (-90.1083 29.9684),rail
390019,-91.186,30.4692,POINT (-91.18600000000001 30.4692),rail
389562,-91.2514,30.6526,POINT (-91.2514 30.6526),rail
390084,-91.1803,30.507,POINT (-91.1803 30.507),rail
390106,-91.1774,30.5025,POINT (-91.17740000000001 30.5025),rail
390029,-91.1848,30.5007,POINT (-91.1848 30.5007),rail
396523,-90.133,29.9209,POINT (-90.133 29.9209),rail
396460,-90.1363,29.9541,POINT (-90.13630000000001 29.9541),rail
396599,-90.1296,29.9721,POINT (-90.1296 29.9721),rail
396680,-90.1247,29.9718,POINT (-90.1247 29.9718),rail
396514,-90.1334,29.9671,POINT (-90.13339999999999 29.9671),rail
391871,-90.6834,30.072,POINT (-90.68340000000001 30.072),rail
391866,-90.6849,30.0704,POINT (-90.6849 30.0704),rail
387420,-91.9099,32.7968,POINT (-91.90989999999999 32.7968),rail
354363,-97.9539,34.5074,POINT (-97.9539 34.5074),rail
351379,-98.8758,36.6012,POINT (-98.8758 36.6012),rail
351383,-98.8737,36.6059,POINT (-98.8737 36.6059),rail
351271,-98.9444,36.5484,POINT (-98.9444 36.5484),rail
390517,-91.0761,30.4722,POINT (-91.0761 30.4722),rail
389057,-91.4091,30.6928,POINT (-91.4091 30.6928),rail
397750,-90.0458,29.9863,POINT (-90.0458 29.9863),rail
394442,-90.2618,29.9798,POINT (-90.26179999999999 29.9798),rail
389364,-91.3067,30.5472,POINT (-91.30670000000001 30.5472),rail
383786,-92.8479,30.4909,POINT (-92.8479 30.4909),rail
124,-90.0439,29.9845,POINT (-90.04389999999999 29.9845),intermodal
399189,-89.8919,29.8687,POINT (-89.89190000000001 29.8687),rail
496975,-90.1622,29.9712,POINT (-90.1622 29.9712),rail
396121,-90.1541,29.9137,POINT (-90.1541 29.9137),rail
392767,-90.4627,30.5097,POINT (-90.4627 30.5097),rail
394494,-90.2558,29.9777,POINT (-90.25579999999999 29.9777),rail
395003,-90.2137,29.9737,POINT (-90.2137 29.9737),rail
397749,-90.0462,29.9709,POINT (-90.0462 29.9709),rail
397739,-90.0468,29.9691,POINT (-90.0468 29.9691),rail
396535,-90.1325,29.9693,POINT (-90.13249999999999 29.9693),rail
395711,-90.1777,29.9167,POINT (-90.1777 29.9167),rail
395840,-90.1698,29.9707,POINT (-90.1698 29.9707),rail
395939,-90.1646,29.9708,POINT (-90.16459999999999 29.9708),rail
397020,-90.0967,29.9601,POINT (-90.0967 29.9601),rail
393307,-90.4078,30.0009,POINT (-90.40779999999999 30.0009),rail
391885,-90.6803,30.0512,POINT (-90.6803 30.0512),rail
388410,-91.5785,30.5548,POINT (-91.57850000000001 30.5548),rail
388403,-91.58,30.5548,POINT (-91.58 30.5548),rail
396450,-90.1369,29.9588,POINT (-90.1369 29.9588),rail
397690,-90.0503,29.9621,POINT (-90.05029999999999 29.9621),rail
397513,-90.0634,29.9499,POINT (-90.0634 29.9499),rail
393824,-90.355,29.9289,POINT (-90.355 29.9289),rail
393362,-90.401,30.2894,POINT (-90.401 30.2894),rail
393579,-90.3824,29.9038,POINT (-90.3824 29.9038),rail
399567,-89.8299,29.8612,POINT (-89.82989999999999 29.8612),rail
379547,-93.7,32.9016,POINT (-93.7 32.9016),rail
379501,-93.7169,32.7778,POINT (-93.7169 32.7778),rail
392805,-90.4611,30.5082,POINT (-90.4611 30.5082),rail
384065,-92.7612,30.622,POINT (-92.7612 30.622),rail
383802,-92.8441,30.4931,POINT (-92.8441 30.4931),rail
383805,-92.8429,30.4909,POINT (-92.8429 30.4909),rail
350333,-99.4464,27.7251,POINT (-99.4464 27.7251),rail
350441,-99.4012,27.8715,POINT (-99.4012 27.8715),rail
365257,-96.0877,30.3837,POINT (-96.0877 30.3837),rail
380611,-93.4332,30.4507,POINT (-93.4332 30.4507),rail
386347,-92.1295,32.033,POINT (-92.12949999999999 32.033),rail
386199,-92.1726,31.9878,POINT (-92.1726 31.9878),rail
386170,-92.178,31.9723,POINT (-92.178 31.9723),rail
379305,-93.7556,32.4952,POINT (-93.7556 32.4952),rail
380602,-93.4359,30.4514,POINT (-93.4359 30.4514),rail
379330,-93.7481,32.5182,POINT (-93.74809999999999 32.5182),rail
380427,-93.48,32.1461,POINT (-93.48 32.1461),rail
385283,-92.4279,31.384,POINT (-92.42789999999999 31.384),rail
380428,-93.4799,32.1405,POINT (-93.4799 32.1405),rail
380450,-93.4715,32.0846,POINT (-93.47150000000001 32.0846),rail
383984,-92.7927,32.5362,POINT (-92.7927 32.5362),rail
386627,-92.1008,32.5075,POINT (-92.10080000000001 32.5075),rail
386204,-92.1716,30.5206,POINT (-92.1716 30.5206),rail
380547,-93.4499,31.4041,POINT (-93.4499 31.4041),rail
386552,-92.1072,32.5042,POINT (-92.10720000000001 32.5042),rail
386566,-92.1062,32.5114,POINT (-92.1062 32.5114),rail
385406,-92.3997,31.3654,POINT (-92.3997 31.3654),rail
379582,-93.6882,32.1883,POINT (-93.68819999999999 32.1883),rail
380418,-93.4826,32.1434,POINT (-93.48260000000001 32.1434),rail
379562,-93.6945,32.047,POINT (-93.69450000000001 32.047),rail
379296,-93.7573,32.4553,POINT (-93.7573 32.4553),rail
380482,-93.462,33.0053,POINT (-93.462 33.0053),rail
385291,-92.4236,31.3196,POINT (-92.42359999999999 31.3196),rail
380515,-93.456,30.439,POINT (-93.456 30.439),rail
389115,-91.3945,30.4021,POINT (-91.39449999999999 30.4021),rail
381537,-93.2889,30.8302,POINT (-93.2889 30.8302),rail
381297,-93.3143,30.7518,POINT (-93.3143 30.7518),rail
380689,-93.4098,30.6617,POINT (-93.4098 30.6617),rail
380606,-93.4346,30.445,POINT (-93.4346 30.445),rail
389512,-91.2601,30.3384,POINT (-91.26009999999999 30.3384),rail
389440,-91.2745,30.3706,POINT (-91.2745 30.3706),rail
384290,-92.6961,30.7509,POINT (-92.6961 30.7509),rail
385087,-92.4669,31.327,POINT (-92.4669 31.327),rail
381716,-93.2768,30.2351,POINT (-93.27679999999999 30.2351),rail
397507,-90.0637,29.93,POINT (-90.0637 29.93),rail
378343,-93.9926,31.9813,POINT (-93.9926 31.9813),rail
393313,-90.4068,30.3178,POINT (-90.4068 30.3178),rail
398008,-90.0251,30.0048,POINT (-90.02509999999999 30.0048),rail
396586,-90.1303,29.9686,POINT (-90.13030000000001 29.9686),rail
400215,-89.6978,30.1201,POINT (-89.6978 30.1201),rail
383603,-92.9278,30.2379,POINT (-92.9278 30.2379),rail
387597,-91.8699,32.6901,POINT (-91.8699 32.6901),rail
381617,-93.2845,31.1785,POINT (-93.28449999999999 31.1785),rail
381930,-93.2606,31.1384,POINT (-93.2606 31.1384),rail
380610,-93.4337,30.4451,POINT (-93.4337 30.4451),rail
391916,-90.6678,30.0719,POINT (-90.6678 30.0719),rail
391859,-90.687,30.072,POINT (-90.687 30.072),rail
392140,-90.6131,30.0587,POINT (-90.6131 30.0587),rail
392059,-90.6367,30.0578,POINT (-90.6367 30.0578),rail
389292,-91.3422,30.6103,POINT (-91.34220000000001 30.6103),rail
388375,-91.596,30.5552,POINT (-91.596 30.5552),rail
389837,-91.21,30.4356,POINT (-91.20999999999999 30.4356),rail
393308,-90.4078,30.0107,POINT (-90.40779999999999 30.0107),rail
399656,-89.8125,30.3012,POINT (-89.8125 30.3012),rail
399331,-89.8682,30.7654,POINT (-89.8682 30.7654),rail
379313,-93.7526,32.5263,POINT (-93.7526 32.5263),rail
379249,-93.7632,32.4905,POINT (-93.7632 32.4905),rail
382844,-93.1292,30.1862,POINT (-93.1292 30.1862),rail
381503,-93.2919,30.1164,POINT (-93.2919 30.1164),rail
354371,-97.9518,35.4553,POINT (-97.95180000000001 35.4553),rail
354373,-97.9516,35.5173,POINT (-97.9516 35.5173),rail
398834,-89.9348,29.8632,POINT (-89.9348 29.8632),rail
380646,-93.4205,32.5368,POINT (-93.4205 32.5368),rail
380660,-93.4175,32.5369,POINT (-93.4175 32.5369),rail
380828,-93.3824,30.8647,POINT (-93.3824 30.8647),rail
369576,-95.3308,35.8799,POINT (-95.3308 35.8799),rail
354276,-97.9735,35.5546,POINT (-97.9735 35.5546),rail
354271,-97.9754,35.5542,POINT (-97.97539999999999 35.5542),rail
354287,-97.9717,35.5516,POINT (-97.9717 35.5516),rail
354294,-97.97,35.549,POINT (-97.97 35.549),rail
354308,-97.9676,35.5507,POINT (-97.9676 35.5507),rail
354399,-97.9469,35.5346,POINT (-97.9469 35.5346),rail
365607,-96.0118,36.1344,POINT (-96.01179999999999 36.1344),rail
389202,-91.3737,30.7252,POINT (-91.3737 30.7252),rail
396930,-90.1039,29.9816,POINT (-90.1039 29.9816),rail
383146,-93.055,32.5471,POINT (-93.05500000000001 32.5471),rail
383145,-93.055,32.5487,POINT (-93.05500000000001 32.5487),rail
123,-90.2015,29.9696,POINT (-90.2015 29.9696),intermodal
396279,-90.146,29.9217,POINT (-90.146 29.9217),rail
385498,-92.3622,31.2981,POINT (-92.3622 31.2981),rail
394371,-90.2708,29.9636,POINT (-90.27079999999999 29.9636),rail
391941,-90.6625,30.0572,POINT (-90.66249999999999 30.0572),rail
391924,-90.6656,30.0704,POINT (-90.6656 30.0704),rail
341897,-104.704,36.0134,POINT (-104.704 36.0134),rail
341994,-104.651,36.2167,POINT (-104.651 36.2167),rail
341935,-104.689,36.0723,POINT (-104.689 36.0723),rail
353428,-98.2413,35.073,POINT (-98.2413 35.073),rail
354449,-97.9354,35.0633,POINT (-97.9354 35.0633),rail
354450,-97.9353,35.0628,POINT (-97.9353 35.0628),rail
352893,-98.3675,34.8953,POINT (-98.36750000000001 34.8953),rail
353418,-98.2433,35.0634,POINT (-98.2433 35.0634),rail
361113,-96.848,34.6261,POINT (-96.848 34.6261),rail
352855,-98.3831,34.6533,POINT (-98.3831 34.6533),rail
352859,-98.3814,34.6064,POINT (-98.3814 34.6064),rail
367312,-95.7648,34.9497,POINT (-95.76479999999999 34.9497),rail
369499,-95.3434,36.1868,POINT (-95.3434 36.1868),rail
367546,-95.7088,36.4374,POINT (-95.7088 36.4374),rail
369570,-95.3318,35.8298,POINT (-95.3318 35.8298),rail
369571,-95.3318,35.8173,POINT (-95.3318 35.8173),rail
355580,-97.6939,36.3479,POINT (-97.6939 36.3479),rail
368100,-95.6088,35.2205,POINT (-95.6088 35.2205),rail
369201,-95.3788,35.9579,POINT (-95.3788 35.9579),rail
369212,-95.3775,35.9553,POINT (-95.3775 35.9553),rail
353340,-98.2738,36.5429,POINT (-98.27379999999999 36.5429),rail
354420,-97.9411,35.313,POINT (-97.94110000000001 35.313),rail
355687,-97.6713,35.4692,POINT (-97.6713 35.4692),rail
391942,-90.6625,30.057,POINT (-90.66249999999999 30.057),rail
391923,-90.6656,30.0707,POINT (-90.6656 30.0707),rail
386701,-92.0902,32.5233,POINT (-92.0902 32.5233),rail
386712,-92.0866,30.5408,POINT (-92.0866 30.5408),rail
386764,-92.081,30.5656,POINT (-92.081 30.5656),rail
386703,-92.0892,30.54,POINT (-92.08920000000001 30.54),rail
384672,-92.6229,30.8987,POINT (-92.6229 30.8987),rail
379176,-93.777,32.4939,POINT (-93.777 32.4939),rail
382016,-93.2512,30.2152,POINT (-93.2512 30.2152),rail
338501,-106.699,34.9072,POINT (-106.699 34.9072),rail
338473,-106.722,34.8699,POINT (-106.722 34.8699),rail
338825,-106.552,35.2954,POINT (-106.552 35.2954),rail
2,-106.654,35.0495,POINT (-106.654 35.0495),intermodal
338727,-106.618,35.1756,POINT (-106.618 35.1756),rail
338191,-106.996,34.7964,POINT (-106.996 34.7964),rail
338269,-106.899,34.2501,POINT (-106.899 34.2501),rail
338274,-106.889,34.2567,POINT (-106.889 34.2567),rail
338262,-106.91,33.7652,POINT (-106.91 33.7652),rail
338131,-107.065,32.6716,POINT (-107.065 32.6716),rail
339850,-105.594,34.2511,POINT (-105.594 34.2511),rail
339832,-105.598,34.2379,POINT (-105.598 34.2379),rail
342702,-104.225,32.4385,POINT (-104.225 32.4385),rail
342979,-104.034,32.5364,POINT (-104.034 32.5364),rail
343013,-104.019,32.5319,POINT (-104.019 32.5319),rail
343103,-103.932,32.5243,POINT (-103.932 32.5243),rail
343004,-104.024,32.5388,POINT (-104.024 32.5388),rail
342884,-104.1,32.2957,POINT (-104.1 32.2957),rail
342876,-104.103,32.2963,POINT (-104.103 32.2963),rail
342332,-104.509,36.6255,POINT (-104.509 36.6255),rail
343046,-103.986,32.5971,POINT (-103.986 32.5971),rail
338864,-106.515,31.7724,POINT (-106.515 31.7724),rail
338422,-106.767,34.6635,POINT (-106.767 34.6635),rail
342249,-104.579,34.4327,POINT (-104.579 34.4327),rail
341543,-104.817,34.4412,POINT (-104.817 34.4412),rail
338196,-106.985,33.688,POINT (-106.985 33.688),rail
343738,-103.409,35.3689,POINT (-103.409 35.3689),rail
339728,-105.764,33.931,POINT (-105.764 33.931),rail
343977,-103.224,34.2819,POINT (-103.224 34.2819),rail
342652,-104.278,34.4663,POINT (-104.278 34.4663),rail
342608,-104.307,34.4006,POINT (-104.307 34.4006),rail
342022,-104.638,36.2327,POINT (-104.638 36.2327),rail
342228,-104.594,36.382,POINT (-104.594 36.382),rail
354755,-97.8719,36.4058,POINT (-97.8719 36.4058),rail
369206,-95.3779,35.9582,POINT (-95.3779 35.9582),rail
369542,-95.3368,35.816,POINT (-95.3368 35.816),rail
356960,-97.4369,35.8612,POINT (-97.43689999999999 35.8612),rail
365640,-96.0098,36.1325,POINT (-96.0098 36.1325),rail
365610,-96.0117,36.1146,POINT (-96.0117 36.1146),rail
371162,-95.151,36.6411,POINT (-95.151 36.6411),rail
373283,-94.8075,35.4611,POINT (-94.8075 35.4611),rail
367920,-95.6388,36.8475,POINT (-95.6388 36.8475),rail
367381,-95.7462,36.1904,POINT (-95.7462 36.1904),rail
367400,-95.7438,36.2007,POINT (-95.74379999999999 36.2007),rail
367908,-95.6417,36.7749,POINT (-95.6417 36.7749),rail
367872,-95.6533,36.625,POINT (-95.6533 36.625),rail
367933,-95.6366,36.8633,POINT (-95.6366 36.8633),rail
368255,-95.5808,35.2882,POINT (-95.5808 35.2882),rail
337347,-108.217,35.3998,POINT (-108.217 35.3998),rail
337190,-108.476,35.4979,POINT (-108.476 35.4979),rail
337630,-108.026,35.3671,POINT (-108.026 35.3671),rail
337632,-108.02,35.3565,POINT (-108.02 35.3565),rail
337602,-108.059,35.3705,POINT (-108.059 35.3705),rail
338379,-106.773,34.6338,POINT (-106.773 34.6338),rail
338151,-107.051,32.6796,POINT (-107.051 32.6796),rail
343935,-103.25,34.4002,POINT (-103.25 34.4002),rail
343989,-103.223,34.3964,POINT (-103.223 34.3964),rail
338087,-107.127,34.9295,POINT (-107.127 34.9295),rail
338296,-106.859,34.7729,POINT (-106.859 34.7729),rail
344175,-103.191,34.3965,POINT (-103.191 34.3965),rail
350661,-99.3222,34.6307,POINT (-99.3222 34.6307),rail
360039,-97.038,34.2853,POINT (-97.038 34.2853),rail
354300,-97.9684,34.2482,POINT (-97.9684 34.2482),rail
359156,-97.1682,34.1771,POINT (-97.1682 34.1771),rail
355319,-97.7532,35.5105,POINT (-97.75320000000001 35.5105),rail
338816,-106.564,31.784,POINT (-106.564 31.784),rail
343040,-103.99,32.3539,POINT (-103.99 32.3539),rail
343043,-103.99,32.3493,POINT (-103.99 32.3493),rail
343036,-103.994,32.3489,POINT (-103.994 32.3489),rail
343168,-103.885,32.3577,POINT (-103.885 32.3577),rail
342243,-104.583,36.3902,POINT (-104.583 36.3902),rail
341880,-104.71,36.0065,POINT (-104.71 36.0065),rail
339770,-105.649,34.1626,POINT (-105.649 34.1626),rail
339561,-105.955,33.5781,POINT (-105.955 33.5781),rail
339632,-105.87,33.6445,POINT (-105.87 33.6445),rail
337306,-108.29,35.4183,POINT (-108.29 35.4183),rail
340238,-105.221,35.4191,POINT (-105.221 35.4191),rail
341736,-104.785,34.8616,POINT (-104.785 34.8616),rail
340461,-105.088,34.5153,POINT (-105.088 34.5153),rail
340433,-105.111,34.5316,POINT (-105.111 34.5316),rail
342405,-104.453,36.8766,POINT (-104.453 36.8766),rail
343113,-103.931,32.4208,POINT (-103.931 32.4208),rail
343186,-103.879,32.352,POINT (-103.879 32.352),rail
343243,-103.831,32.5414,POINT (-103.831 32.5414),rail
343300,-103.8,32.5784,POINT (-103.8 32.5784),rail
343050,-103.976,32.6723,POINT (-103.976 32.6723),rail
339463,-106.071,32.3828,POINT (-106.071 32.3828),rail
337624,-108.039,35.3638,POINT (-108.039 35.3638),rail
342315,-104.516,33.3155,POINT (-104.516 33.3155),rail
342296,-104.519,33.3991,POINT (-104.519 33.3991),rail
342294,-104.519,33.4057,POINT (-104.519 33.4057),rail
342295,-104.519,33.4044,POINT (-104.519 33.4044),rail
336626,-108.883,35.4971,POINT (-108.883 35.4971),rail
336582,-108.993,35.6752,POINT (-108.993 35.6752),rail
341728,-104.79,34.4326,POINT (-104.79 34.4326),rail
341828,-104.733,34.4396,POINT (-104.733 34.4396),rail
356620,-97.4876,35.4001,POINT (-97.4876 35.4001),rail
357285,-97.3997,35.143,POINT (-97.3997 35.143),rail
356278,-97.5504,35.4633,POINT (-97.5504 35.4633),rail
356267,-97.5543,35.4645,POINT (-97.5543 35.4645),rail
356576,-97.4953,35.4681,POINT (-97.4953 35.4681),rail
356452,-97.5123,35.4708,POINT (-97.5123 35.4708),rail
372440,-94.9313,36.8069,POINT (-94.93129999999999 36.8069),rail
372801,-94.8752,36.8685,POINT (-94.87520000000001 36.8685),rail
364480,-96.2981,36.1311,POINT (-96.29810000000001 36.1311),rail
365038,-96.1283,36.1234,POINT (-96.1283 36.1234),rail
365380,-96.061,36.1356,POINT (-96.06100000000001 36.1356),rail
339736,-105.741,33.9374,POINT (-105.741 33.9374),rail
342351,-104.499,36.6413,POINT (-104.499 36.6413),rail
356636,-97.4849,35.3953,POINT (-97.4849 35.3953),rail
357233,-97.4055,35.3992,POINT (-97.4055 35.3992),rail
367215,-95.7945,36.0503,POINT (-95.7945 36.0503),rail
370490,-95.2598,35.8046,POINT (-95.2598 35.8046),rail
365163,-96.1073,36.0008,POINT (-96.1073 36.0008),rail
365206,-96.1019,36.0252,POINT (-96.1019 36.0252),rail
365081,-96.1213,35.9992,POINT (-96.12130000000001 35.9992),rail
365175,-96.1048,35.9985,POINT (-96.1048 35.9985),rail
365356,-96.0639,35.9479,POINT (-96.0639 35.9479),rail
359989,-97.0458,36.8089,POINT (-97.0458 36.8089),rail
359938,-97.0504,36.8006,POINT (-97.0504 36.8006),rail
359733,-97.0792,36.6483,POINT (-97.0792 36.6483),rail
359217,-97.1514,36.5525,POINT (-97.1514 36.5525),rail
373123,-94.8327,35.566,POINT (-94.8327 35.566),rail
374948,-94.5858,36.0993,POINT (-94.58580000000001 36.0993),rail
358971,-97.2162,36.339,POINT (-97.2162 36.339),rail
373460,-94.7687,35.6385,POINT (-94.7687 35.6385),rail
354829,-97.8619,36.4387,POINT (-97.86190000000001 36.4387),rail
360662,-96.9151,35.3259,POINT (-96.9151 35.3259),rail
354910,-97.8502,36.4124,POINT (-97.8502 36.4124),rail
351514,-98.7923,36.6984,POINT (-98.7923 36.6984),rail
351806,-98.6581,36.6887,POINT (-98.6581 36.6887),rail
367936,-95.6361,36.7036,POINT (-95.6361 36.7036),rail
367914,-95.6397,36.841,POINT (-95.6397 36.841),rail
345157,-102.488,36.7228,POINT (-102.488 36.7228),rail
371118,-95.1549,36.64,POINT (-95.1549 36.64),rail
370601,-95.2411,36.5102,POINT (-95.2411 36.5102),rail
356585,-97.4935,35.4681,POINT (-97.4935 35.4681),rail
356436,-97.5131,35.4469,POINT (-97.51309999999999 35.4469),rail
367321,-95.7595,36.2299,POINT (-95.7595 36.2299),rail
367330,-95.7579,36.2287,POINT (-95.75790000000001 36.2287),rail
367332,-95.7579,36.2266,POINT (-95.75790000000001 36.2266),rail
366489,-95.9047,34.7257,POINT (-95.90470000000001 34.7257),rail
374661,-94.612,35.9219,POINT (-94.61199999999999 35.9219),rail
375097,-94.5687,35.9895,POINT (-94.56870000000001 35.9895),rail
